"","DDR1","DDR2","DDR3","DDR4"
"DNA-PKcs_CRISPRa_3_53BP1_CasRx_4",22182.0590091691,15352.101958852,0,0
"DNA-PKcs_CRISPRa_4_53BP1_CasRx_4",38015.1482848587,0,26056.0401406827,0
"NT_CRISPRa_5_53BP1_CasRx_4",41409.6181056497,0,0,6069.28594389667
"CtIP_CRISPRa_2_53BP1_CasRx_5",0,40896.7635667462,58668.8448886713,0
"ATM_CRISPRa_1_53BP1_CasRx_5",28714.5923466914,0,70973.8660003676,0
"ATM_CRISPRa_3_53BP1_CasRx_5",41540.7349656803,41958.8433678459,0,0
"BRCA1_CRISPRa_2_53BP1_CasRx_5",27876.4156784961,32501.1018171592,0,0
"EXO1_CRISPRa_1_53BP1_CasRx_5",0,65442.6078588294,0,34152.4355168737
"MRE11_CRISPRa_4_53BP1_CasRx_5",0,33094.7959098702,3041.31777308223,0
"NBN_CRISPRa_4_53BP1_CasRx_5",0,51234.0969801993,0,46765.8343415259
"DNA-PKcs_CRISPRa_4_53BP1_CasRx_5",19044.9667284381,0,111889.991533783,61542.7442286752
"XLF_CRISPRa_3_53BP1_CasRx_5",0,74350.4524220051,0,48642.9711814038
"LIG4_CRISPRa_4_53BP1_CasRx_5",0,34150.7927796922,0,504.388146935705
"LIG4_CRISPRa_5_53BP1_CasRx_5",40131.4715293519,0,0,69061.4532541509
"LIG3_CRISPRa_5_53BP1_CasRx_5",22354.9390172094,4401.60907259899,0,0
"CtIP_CRISPRa_4_LIG3_CasRx_1",81455.6208669817,54045.6278167876,0,0
"BRCA1_CRISPRa_1_LIG3_CasRx_1",17902.7931921719,0,0,167384.809333092
"RAD50_CRISPRa_1_LIG3_CasRx_1",47155.4502829887,121.658625555528,0,0
"PALB2_CRISPRa_1_LIG3_CasRx_1",54720.4074887516,17961.6794770181,0,0
"NBN_CRISPRa_2_LIG3_CasRx_1",30099.5748830141,31116.6266583373,0,0
"NBN_CRISPRa_5_LIG3_CasRx_1",40172.2634413614,43148.664725779,0,0
"KU70_CRISPRa_4_LIG3_CasRx_1",9253.93661015646,0,0,12638.3410956545
"LIG4_CRISPRa_2_LIG3_CasRx_1",73946.995349232,0,48.4977236160826,0
"LIG4_CRISPRa_4_LIG3_CasRx_1",77555.1370900728,35732.354911914,0,0
"CtIP_CRISPRa_3_LIG3_CasRx_2",0,0,85696.1157575603,438.799212077765
"CtIP_CRISPRa_4_LIG3_CasRx_2",23807.908073548,0,10920.921604811,0
"ATM_CRISPRa_5_LIG3_CasRx_2",0,32018.1170737038,6261.31137001319,0
"RAD51_CRISPRa_5_LIG3_CasRx_2",45820.9720186777,33925.7243224144,0,0
"BRCA1_CRISPRa_4_LIG3_CasRx_2",0,51273.0277403771,0,93451.2991431554
"BRCA1_CRISPRa_5_LIG3_CasRx_2",37332.3693766996,0,148110.771667632,0
"BRCA2_CRISPRa_4_LIG3_CasRx_2",48347.1568552664,30149.4405851709,0,0
"POLQ_CRISPRa_3_LIG3_CasRx_2",25563.9027619572,0,509.864225911184,0
"POLQ_CRISPRa_4_LIG3_CasRx_2",53741.4016005234,49131.8359305998,0,0
"EXO1_CRISPRa_1_LIG3_CasRx_2",0,19094.3212809401,14374.47002863,0
"EXO1_CRISPRa_3_LIG3_CasRx_2",37572.2646687555,24684.5351252165,0,0
"MRE11_CRISPRa_3_LIG3_CasRx_2",14754.0460794382,35587.5811475029,0,0
"RAD50_CRISPRa_1_LIG3_CasRx_2",0,36864.996715836,111292.703779775,0
"NBN_CRISPRa_1_LIG3_CasRx_2",3213.81992474892,7187.59159782057,0,0
"DNA-PKcs_CRISPRa_3_LIG3_CasRx_2",38533.7883089796,0,181747.771763039,0
"LIG4_CRISPRa_4_LIG3_CasRx_2",0,0,106472.285303513,14404.6233977444
"53BP1_CRISPRa_3_LIG3_CasRx_2",33186.1628917334,0,0,34068.3708257177
"CtIP_CRISPRa_5_LIG3_CasRx_3",0,0,127627.502847202,11330.2575497554
"EXO1_CRISPRa_1_LIG3_CasRx_3",43126.7633540499,0,0,15848.503752434
"PALB2_CRISPRa_1_LIG3_CasRx_3",0,12562.4696748638,199062.735349865,0
"NBN_CRISPRa_5_LIG3_CasRx_3",32746.1929836309,33765.1349366811,0,0
"KU70_CRISPRa_2_LIG3_CasRx_3",43647.3458501712,22426.551034906,0,0
"XRCC4_CRISPRa_3_LIG3_CasRx_3",15166.8213795343,0,2061.15325368351,0
"RAD51_CRISPRa_4_LIG3_CasRx_4",22160.6918171641,41916.2628489015,0,0
"PALB2_CRISPRa_3_LIG3_CasRx_4",28198.8660305712,13314.3199807969,0,0
"LIG4_CRISPRa_2_LIG3_CasRx_4",22119.8999051546,0,0,27252.6643273814
"LIG4_CRISPRa_5_LIG3_CasRx_4",0,0,116236.280948904,46124.7255979849
"ATM_CRISPRa_1_LIG3_CasRx_5",39894.4899452967,20591.9389615286,0,0
"BRCA1_CRISPRa_1_LIG3_CasRx_5",29418.7384468555,50332.6065648329,0,0
"EXO1_CRISPRa_2_LIG3_CasRx_5",0,141.124005644412,0,119.168628122172
"PALB2_CRISPRa_3_LIG3_CasRx_5",11615.9825627069,36798.0844717804,0,0
"XRCC1_CRISPRa_3_LIG3_CasRx_5",0,20256.1611549953,104444.31470283,0
"DNA-PKcs_CRISPRa_2_LIG3_CasRx_5",34558.5193600532,17439.7639733849,0,0
"LIG4_CRISPRa_1_LIG3_CasRx_5",25240.4811738818,0,0,20036.0339173782
"CtIP_CRISPRa_1_NT_CasRx_1",8017.55318186834,0,0,50953.3645064701
"EXO1_CRISPRa_2_NT_CasRx_1",0,0,1786.12011054494,70.2078739324425
"MRE11_CRISPRa_5_NT_CasRx_1",27673.4273544488,20192.8986697065,0,0
"RAD50_CRISPRa_2_NT_CasRx_1",39194.2287891335,36031.6351307806,0,1962.12531884879
"RAD50_CRISPRa_4_NT_CasRx_1",45298.447050556,97483.8400713887,0,0
"ATM_CRISPRa_3_NT_CasRx_2",12229.8037148499,0,5012.49498689907,0
"ATM_CRISPRa_5_NT_CasRx_2",34621.6497000679,56293.8792170537,43311.6578288734,0
"POLD3_CRISPRa_5_NT_CasRx_2",29808.2040829462,0,0,76772.3101451258
"EXO1_CRISPRa_2_NT_CasRx_2",59500.8310818656,0,0,80000.9485582033
"EXO1_CRISPRa_3_NT_CasRx_2",773.103856180157,34356.395856881,0,0
"MRE11_CRISPRa_2_NT_CasRx_2",335.076420078083,0,3814.09071122797,77.5981764516469
"PALB2_CRISPRa_3_NT_CasRx_2",21589.6050490311,62165.1244863635,0,0
"NBN_CRISPRa_5_NT_CasRx_2",15427.112627595,108545.042306897,0,0
"DNA-PKcs_CRISPRa_3_NT_CasRx_2",48086.8656072057,48373.9026933889,0,673360.023734796
"53BP1_CRISPRa_2_NT_CasRx_2",44091.2007022746,0,0,146916.44271834
"CtIP_CRISPRa_3_NT_CasRx_3",1262.60680029423,0,1799.52079733359,4628.1769526518
"ATM_CRISPRa_5_NT_CasRx_3",35674.4695243133,65802.7173904738,0,0
"BRCA2_CRISPRa_3_NT_CasRx_3",37246.9006086797,19236.66187284,105962.421077602,48997.7057023256
"BRCA2_CRISPRa_5_NT_CasRx_3",41639.8010377034,0,33002.7009207442,0
"POLQ_CRISPRa_4_NT_CasRx_3",0,0,219674.2678867,76624.5040947417
"MRE11_CRISPRa_4_NT_CasRx_3",33889.3377558973,0,0,81976.0069064607
"KU70_CRISPRa_5_NT_CasRx_3",35003.3454481569,0,38468.9048746306,0
"DNA-PKcs_CRISPRa_1_NT_CasRx_3",0,13815.5535180857,0,75027.2749627787
"XRCC4_CRISPRa_2_NT_CasRx_3",44896.3553464623,0,23440.3537051258,0
"XLF_CRISPRa_1_NT_CasRx_3",26027.1823340651,44696.1624428453,0,0
"LIG4_CRISPRa_4_NT_CasRx_3",44530.1993743769,0,0,105802.342228376
"LIG4_CRISPRa_5_NT_CasRx_3",30393.8593910827,0,0,280107.246082888
"LIG3_CRISPRa_4_NT_CasRx_3",38103.5307608793,96030.0194960002,0,0
"BRCA1_CRISPRa_1_NT_CasRx_4",27852.1347784904,0,0,33105.7839225913
"PALB2_CRISPRa_2_NT_CasRx_4",0,49186.5823120998,0,2503.46497838051
"PALB2_CRISPRa_3_NT_CasRx_4",0,13511.4069541969,10047.3244517792,0
"XRCC1_CRISPRa_3_NT_CasRx_4",34979.0645481512,43022.1397552012,0,0
"KU70_CRISPRa_1_NT_CasRx_4",92684.0802655983,18548.0740521957,0,0
"KU70_CRISPRa_5_NT_CasRx_4",79608.3299945512,4344.42951858789,0,0
"RAD51_CRISPRa_3_NT_CasRx_5",11155.6166985996,45333.6536407563,0,0
"BRCA1_CRISPRa_5_NT_CasRx_5",0,0,37.0114206543788,5299.77069408451
"BRCA2_CRISPRa_5_NT_CasRx_5",0,58847.4937674643,0,27917.7915541098
"EXO1_CRISPRa_2_NT_CasRx_5",0,178.838179566626,0,35018.9484872504
"EXO1_CRISPRa_5_NT_CasRx_5",0,111828.608610641,193178.557593761,0
"MRE11_CRISPRa_3_NT_CasRx_5",22451.0913812318,32644.6589953147,7061.52380967856,0
"PALB2_CRISPRa_3_NT_CasRx_5",29613.956882901,21043.2924623396,0,0
"XRCC1_CRISPRa_1_NT_CasRx_5",21127.2967129233,0,14475.9323714583,0
"KU70_CRISPRa_1_NT_CasRx_5",18906.0799804057,0,40082.0923128077,0
"XLF_CRISPRa_2_NT_CasRx_5",29661.5474469121,54632.0223919652,0,0
"53BP1_CRISPRa_2_NT_CasRx_5",21168.0886249328,30661.6233987596,0,0
"53BP1_CRISPRa_4_NT_CasRx_5",21829.500341087,0,0,92683.6314689731
"53BP1_CRISPRa_5_NT_CasRx_5",0,8377.41295575363,0,14015.7087276713
"LIG3_CRISPRa_4_NT_CasRx_5",0,9477.2069307756,152518.959493157,0
"NT_CRISPRa_4_NT_CasRx_2",9896.89484230628,26278.263119994,0,0
"NT_CRISPRa_5_NT_CasRx_5",36826.3554205817,8243.58846764255,0,0
